"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","votes"
1989,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","No","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Rent","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes",4586,22
1994,"Female","under $25,000","Single (no kids)","High School Diploma","Democrat","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","No","Art","Try first","Yes","Yes","No","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Odd hours","Yes","Right","No","No","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","No","No","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Space","No","Online","No","No","Yes","Yes","Grrr people","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",4598,57
1974,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Independent","No","Yes","No","Yes","Yes","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","Yes","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","TMI","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","Yes","Cautious","No","Umm...","Yes","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",4602,34
1990,"Female","under $25,000","Single (no kids)","Current Undergraduate","Independent","Yes","Yes","No","No","No","Yes","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","People","Yes","Yes","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Rent","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",4607,101
1980,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Independent","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","Yes","No","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",4610,32
1975,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Republican","Yes","No","No","Yes","Yes","No","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","Yes","Yes","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","Yes","No","TMI","Yes","Yes","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",4613,101
1987,"Female","$25,001 - $50,000","Married (no kids)","High School Diploma","Independent","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","No","Yes","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","No","No","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","No","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","No","Yes","Yay people!","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","No",4620,72
1978,"Male","over $150,000","Married (w/kids)","Doctoral Degree","Republican","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Rent","Pessimist","Dad","No","No","No","No","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",4623,43
1946,"Female","over $150,000","Single (no kids)","Master's Degree","Independent","No","Yes","No","No","No","Yes","Private","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","No","Yes","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","No","No","Check!","Yes","No","Yes","Yes","Yes","No","Only-child","No","No","No",4626,92
1946,"Female","over $150,000","Married (no kids)","High School Diploma","Republican","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","No","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","No","No","No","No","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","No","No","Grrr people","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes",4629,90
1973,"Female","over $150,000","Married (w/kids)","Master's Degree","Independent","No","No","No","No","Yes","Yes","Private","No","No","No","No","Yes","Yes","No","Science","Try first","No","No","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","End","No","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","People","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","Rent","Pessimist","Mom","Yes","Yes","Yes","No","Check!","No","No","No","No","Yes","No","Yes","Yes","No","Yes",4631,85
1988,"Female","$25,001 - $50,000","Single (no kids)","Master's Degree","Democrat","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","TMI","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",4633,100
1996,"Female","over $150,000","Married (w/kids)","Current K-12","Republican","Yes","Yes","No","No","No","No","Public","Yes","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","No","Yes","No","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",4634,101
1963,"Female","over $150,000","Married (w/kids)","Current Undergraduate","Republican","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4635,101
1994,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Mom","Yes","No","No","Yes","Check!","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No",4638,50
1999,"Female","$75,000 - $100,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","No","No","No","No","TMI","No","No","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes",4639,101
1974,"Female","$25,001 - $50,000","Single (w/kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","End","No","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",4641,101
1986,"Female","$50,000 - $74,999","Married (no kids)","Master's Degree","Democrat","Yes","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","No","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","No","TMI","No","Yes","Tunes","People","Yes","No","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",4644,100
1982,"Female","$50,000 - $74,999","Married (w/kids)","Master's Degree","Independent","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes",4646,101
1984,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",4650,100
1987,"Female","under $25,000","Single (no kids)","Bachelor's Degree","Democrat","No","No","No","No","Yes","No","Public","No","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Yay people!","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Rent","Pessimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","Yes","No","Yes","Yes","No","No",4658,85
1999,"Male","$75,000 - $100,000","Married (w/kids)","Current K-12","Republican","No","No","No","No","Yes","Yes","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","No","No",4661,101
1947,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","No","End","No","Yes","Me","No","No","No","No","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","No","No","Yay people!","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",4665,100
1964,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",4672,101
1982,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","No","No","Me","No","Yes","Yes","No","No","Mysterious","Yes","Yes","Tunes","Technology","No","No","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","No","No","No","Yes","No","No","Yes",4680,101
1962,"Female","under $25,000","Married (no kids)","Associate's Degree","Democrat","No","Yes","No","No","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","Yes","No","No","Yes","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Right","No","Yes","No","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","No","No","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",4683,93
1971,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","Yes","Mysterious","Yes","Yes","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No",4690,101
1987,"Male","$50,000 - $74,999","Single (no kids)","Master's Degree","Libertarian","Yes","Yes","Yes","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","Yes","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","No","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No",4693,81
1947,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Independent","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","End","Yes","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","People","No","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4694,75
1997,"Male","under $25,000","Single (no kids)","Current K-12","Republican","No","Yes","Yes","No","No","No","Public","Yes","No","No","Yes","Yes","No","Yes","Art","Try first","No","No","No","No","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","No","Yes","No","No","Yes","TMI","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","No","No","Yes","No","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",4695,101
1975,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","No","Start","Yes","No","Me","Yes","No","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","No","Socialize","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4698,83
1961,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Democrat","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","No","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No",4699,72
1962,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Independent","No","Yes","No","No","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Art","Try first","No","No","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","No","Yes","No","No","No","Supportive","No","Mac","No","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","No","No","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes",4702,94
1972,"Female","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Republican","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","No",4710,89
1990,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Democrat","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","No","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","Yes","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","No","No",4711,95
